character,episode_number,episode_title,quote,season,tokening,emotions,polaridad,subjetividad,neg,neu,pos,compound
Rachel,16,Rachel`s Going Away Party,"Oh, Pheebs, I don`t even know where to start.",10,oh pheebs know start,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,10,Rachel Quits,And I gotta go sell some Christmas trees.,3,got to sell christmas tree,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,5,Rachel`s Date,"Oh my pleasure. Okay, I`m afraid I`ve got some bad news. (Phoebe enters.) Phoebe!",8,oh pleasure okay afraid get bad news phoebe enter phoebe,"[-0.2666666666666666, 0.6888888888888888, 0.217, 0.435, 0.348, 0.2732]",-0.2666666666666666,0.6888888888888888,0.217,0.435,0.348,0.2732
Chandler,20,Mac And C.H.E.E.S.E.,"(on phone) Yes, Fran. I know what time it is, but I`m looking at the WENUS and I`m not happy!",6,phone yes fran know time look wenus happy,"[0.8, 1.0, 0.0, 0.484, 0.516, 0.7506]",0.8,1.0,0.0,0.484,0.516,0.7506
Chandler,10,The Girl From Poughkeepsie,"See, I`m not bad at this fixing up thing, huh?",4,bad fix thing huh,"[-0.6999999999999998, 0.6666666666666666, 0.538, 0.462, 0.0, -0.5423]",-0.6999999999999998,0.6666666666666666,0.538,0.462,0.0,-0.5423
Chandler,15,Ross And Rachel... You Know,So how`d it go?,2,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Chandler,3,Heckles Dies,Maureen Rosilla.,2,maureen rosilla,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,19,All The Haste,"Forget it! Okay, I`m not giving up the apartment.",4,forget okay give apartment,"[0.5, 0.5, 0.328, 0.345, 0.328, 0.0]",0.5,0.5,0.328,0.345,0.328,0.0
Chandler,17,The Cheap Wedding Dress,"Yeah, that`s like the most ugliest dress I`ve ever seen. Wh-why do you to return it?",7,yeah like ugly dress see wh return,"[-0.7, 1.0, 0.275, 0.333, 0.392, 0.1027]",-0.7,1.0,0.275,0.333,0.392,0.1027
Rachel,13,Rachel`s Crush,Really?,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,14,Joey`s Dirty Day,I`ll get her.,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Ross,1,The Princess Leia Fantasy,Nope.,3,nope,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,13,Joey Speaks French,"Oh! (They enter. Rachel sees his father, lying on a bed, with tubes, drip and everything) Oh! Oh my God! Ohhh, ohhh, wow, that ear and nose hair trimmer I got him was just money down the drain, huh?",10,oh enter rachel see father lie bed tube drip oh oh god ohhh ohhh wow ear nose hair trimmer get money drain huh,"[0.1, 1.0, 0.0, 0.781, 0.219, 0.7096]",0.1,1.0,0.0,0.781,0.219,0.7096
Ross,6,The Baby On The Bus,"Come on, don`t do this.",2,come,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,8,Nana Dies Twice,"I know, uh, the air, the-the trees... even though Nana`s gone there`s, there`s something almost, uh- I dunno, almost life-aff- (Not looking where he is going he falls into an open grave)",1,know uh air tree go dunno life look go fall open grave,"[0.0, 0.5, 0.191, 0.809, 0.0, -0.3818]",0.0,0.5,0.191,0.809,0.0,-0.3818
Joey,19,All The Haste,"See, this is a great apartment.",4,great apartment,"[0.8, 0.75, 0.0, 0.196, 0.804, 0.6249]",0.8,0.75,0.0,0.196,0.804,0.6249
Ross,11,All The Resulutions,"Oh-oh, guess what? I-I have a date with Elizabeth (Talking into Chandler`s ear.) Hornswoggle.",5,oh oh guess date elizabeth talk ear hornswoggle,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,19,Eddie Won`t Go,"I, I don`t know, it`s got all this stuff about wind and trees and there`s some kind of sacred pool in it. I mean, I don`t really get it but she`s, she`s pretty upset about it.",2,know get stuff wind tree kind sacred pool mean pretty upset,"[0.17916666666666667, 0.8624999999999999, 0.151, 0.465, 0.384, 0.6124]",0.17916666666666667,0.8624999999999999,0.151,0.465,0.384,0.6124
Joey,6,The Flashback,"Well usually...yeah! Well, not just lemonade, iced tea, sometimes juice. Well, sorry, I just, I thought you liked me. I`m such a jerk.",3,usually yeah lemonade iced tea juice sorry think like jerk,"[-0.375, 0.625, 0.257, 0.417, 0.326, 0.25]",-0.375,0.625,0.257,0.417,0.326,0.25
Ross,7,The Stain,You`re moving?,8,move,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,15,Joey`s New Brain,You are so beautiful.,7,beautiful,"[0.85, 1.0, 0.0, 0.0, 1.0, 0.5994]",0.85,1.0,0.0,0.0,1.0,0.5994
Monica,10,Christmas In Tulsa,Drunk enough that I know I wanna do this. Not so drunk that you should feel guilty about taking advantage.,9,drunk know wanna drunk feel guilty take advantage,"[-0.5, 1.0, 0.559, 0.294, 0.147, -0.6808]",-0.5,1.0,0.559,0.294,0.147,-0.6808
Phoebe,21,The Chick And The Duck,"No, but let`s come back to that later!",3,come later,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,24,The Ultimate Fighting Champion,"Phoebe, we can`t, we just can`t just let it happen! Okay, we have to do something! We have to break them up! Okay? Just go in there and like, shave her head! You owe me one bald girl!!",3,phoebe let happen okay break okay like shave head owe bald girl,"[0.5, 0.5, 0.0, 0.588, 0.412, 0.6486]",0.5,0.5,0.0,0.588,0.412,0.6486
Rachel,15,Estelle Dies,Joey...,10,joey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,14,Joey`s Dirty Day,"(doing the same) I really, really enjoyed it. Very exotic.",4,enjoy exotic,"[0.45, 0.75, 0.0, 0.238, 0.762, 0.4939]",0.45,0.75,0.0,0.238,0.762,0.4939
Chandler,21,The Ball,Hi!,5,hi,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,14,They All Turn Thirty,(To Monica) How are you feeling?,7,monica feel,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,18,The Hypnosis Tape,"Now, wh-what, what is that like?",3,wh like,"[0.0, 0.0, 0.0, 0.286, 0.714, 0.3612]",0.0,0.0,0.0,0.286,0.714,0.3612
Monica,16,The Morning After,Did that!,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Phoebe,1,Vegas,"Yes you do! This is your third divorce! You love divorce so much you`re probably gonna marry it! Then it won`t work out and you`re gonna have to divorce it, divorcing guy. (Pause) I`m so drunk.",6,yes divorce love divorce probably going to marry work going to divorce divorce guy pause drunk,"[0.0, 0.8, 0.108, 0.583, 0.309, 0.6705]",0.0,0.8,0.108,0.583,0.309,0.6705
Chandler,19,The Tiny T-Shirt,Ross! You gotta stop! Okay?! You can`t just stare through the peep hole for three hours! You`re gonna get peep eye!,3,ross got to stop okay stare peep hole hour going to peep eye,"[0.5, 0.5, 0.146, 0.728, 0.126, -0.0772]",0.5,0.5,0.146,0.728,0.126,-0.0772
Joey,6,The Dirty Girl,Yeah.,4,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Ross,7,The Race Car Bed,Thank you for teaching me a valuable lesson.,3,thank teach valuable lesson,"[0.0, 0.0, 0.0, 0.263, 0.737, 0.6808]",0.0,0.0,0.0,0.263,0.737,0.6808
Joey,19,Joey`s Interview,Not much to tell there I`m really shy.,8,tell shy,"[-0.5, 0.5, 0.667, 0.333, 0.0, -0.25]",-0.5,0.5,0.667,0.333,0.0,-0.25
Joey,1,Vegas,Yes.,6,yes,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.4019]",0.0,0.0,0.0,0.0,1.0,0.4019
Monica,19,Ross And Monica`s Cousin,"Well, this may sound crazy, but there maybe something we could fashion.",7,sound crazy maybe fashion,"[-0.09999999999999998, 0.65, 0.444, 0.556, 0.0, -0.34]",-0.09999999999999998,0.65,0.444,0.556,0.0,-0.34
Chandler,24,"The Proposal, Part I & II",(after the door closes) What did you guys just do?!,6,door close guy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,18,Ross Dates A Student,"(To Rachel) Okay, you have to switch with me! Monica is driving me crazy!",6,rachel okay switch monica drive crazy,"[-0.04999999999999999, 0.7, 0.289, 0.482, 0.229, -0.128]",-0.04999999999999999,0.7,0.289,0.482,0.229,-0.128
Monica,21,The Chick And The Duck,So what did you do today Pete?,3,today pete,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,18,Dr. Ramoray Dies,"I don`t know, I was kinda hopin` no one would ever find out.",2,know kinda hopin find,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,3,The Pediatrician,So how is this for our big double date tonight? (She is all dressed up),9,big double date tonight dress,"[0.0, 0.05, 0.0, 1.0, 0.0, 0.0]",0.0,0.05,0.0,1.0,0.0,0.0
Phoebe,14,The Secret Closet,"Oh, you make sex noises when you get massaged!",8,oh sex noise massage,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,24,"The Proposal, Part I & II","(to them) It`s okay, I got a plan.",6,okay get plan,"[0.5, 0.5, 0.0, 0.513, 0.487, 0.2263]",0.5,0.5,0.0,0.513,0.487,0.2263
Phoebe,16,Joey Moves Out,"OK Rach, which, which lily? This lily or that lily?",2,ok rach lily lily lily,"[0.5, 0.5, 0.0, 0.645, 0.355, 0.296]",0.5,0.5,0.0,0.645,0.355,0.296
Ross,20,The Soap Opera Party,"(very interested) Oh! like what?! (Charlie looks at him confused, but smiling) Oh I`m sorry, I don`t mean to pry... it`s just that this must be what regular people experience when they watch ""Access Hollywood"".",9,interested oh like charlie look confused smile oh sorry mean pry regular people experience watch access hollywood,"[-0.11041666666666668, 0.5107371794871794, 0.155, 0.515, 0.33, 0.6249]",-0.11041666666666668,0.5107371794871794,0.155,0.515,0.33,0.6249
Joey,5,Phoebe`s Birthday Dinner,(mumbling) Never hit a woman. Never hit a woman.,9,mumbling hit woman hit woman,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,7,Ross Moves In,"Ohh, fun!",5,ohh fun,"[0.3, 0.2, 0.0, 0.233, 0.767, 0.5106]",0.3,0.2,0.0,0.233,0.767,0.5106
Phoebe,18,The Lottery,"Ok, well, are all the tickets in the bowl?",9,ok ticket bowl,"[0.5, 0.5, 0.0, 0.476, 0.524, 0.296]",0.5,0.5,0.0,0.476,0.524,0.296
Phoebe,10,The Huliday Armadillo,"Okay, I understand why Superman is here, but why is there a porcupine at the Easter Bunny`s funeral?",7,okay understand superman porcupine easter funeral,"[0.5, 0.5, 0.298, 0.476, 0.226, -0.1531]",0.5,0.5,0.298,0.476,0.226,-0.1531
Joey,16,Joey Moves Out,"Listen, uh, I don`t know when I`m gonna see you again.",2,listen uh know going to,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,14,The Prom Video,What`s this?,2,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,20,The Dullhouse,What?,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Ross,2,All The Kissing,"Well, I kinda half to. I mean, because the thing is",5,kinda half mean thing,"[-0.23958333333333331, 0.4270833333333333, 0.0, 1.0, 0.0, 0.0]",-0.23958333333333331,0.4270833333333333,0.0,1.0,0.0,0.0
Joey,22,The Screamer,But you said one.,3,say,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,12,Joey Dates Rachel,"Yeah me too, all night.",8,yeah night,"[0.0, 0.0, 0.0, 0.312, 0.688, 0.296]",0.0,0.0,0.0,0.312,0.688,0.296
Rachel,13,Rachel`s Sister,Yeah.,6,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Joey,3,The Cuffs,Uhhhh. (He`s not sure),4,uhhhh sure,"[0.5, 0.8888888888888888, 0.0, 0.303, 0.697, 0.3182]",0.5,0.8888888888888888,0.0,0.303,0.697,0.3182
Rachel,13,Joey Speaks French,"In the future, when a girl asks for some ill-advised sympathy sex... just do it. (she smiles fakely at him)",10,future girl ask ill advise sympathy sex smile fakely,"[-0.175, 0.55625, 0.203, 0.435, 0.362, 0.296]",-0.175,0.55625,0.203,0.435,0.362,0.296
Ross,6,Ross`s Grant,Yeah. Why?,10,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Rachel,17,"The Last One, Part I & II",I`m so sorry.,10,sorry,"[-0.5, 1.0, 1.0, 0.0, 0.0, -0.0772]",-0.5,1.0,1.0,0.0,0.0,-0.0772
Monica,11,Ross`s Step Forward,Why did you do that?,8,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,11,Ross`s Step Forward,"Oh, really, really good. But enough about me, come on! Where-where are you from? What do you do?",8,oh good come,"[0.7, 0.6000000000000001, 0.0, 0.408, 0.592, 0.4404]",0.7,0.6000000000000001,0.0,0.408,0.592,0.4404
Phoebe,18,The Lottery,"(still very excited) I don`t care, I`ve never won anything before, I can`t believe this!",9,excited care win believe,"[0.5875, 0.575, 0.0, 0.096, 0.904, 0.8555]",0.5875,0.575,0.0,0.096,0.904,0.8555
Monica,8,Chandler In A Box,"Umm, well, he`s",4,umm,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,15,The Stoned Guy,"You know, I don`t mean to brag, but I waited tables at Innsbruck in `76. (dead silence) Amouz-bouche? (holds out tray)",1,know mean brag wait table innsbruck dead silence amouz bouche hold tray,"[-0.25625, 0.54375, 0.281, 0.719, 0.0, -0.6486]",-0.25625,0.54375,0.281,0.719,0.0,-0.6486
Joey,10,Rachel Quits,Well we have to make room for the fresh ones.,3,room fresh one,"[0.3, 0.5, 0.0, 0.465, 0.535, 0.3182]",0.3,0.5,0.0,0.465,0.535,0.3182
Joey,3,The Pediatrician,(Walks In),9,walks,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,22,The Ick Factor,"Tell him, tell him.",1,tell tell,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,16,Joey Moves Out,"I like this lily. It`s more open, ya know, and that`s like my mom. She had a more open, giving spirit. Ooh, Foghorn Leghorn, ooh.",2,like lily open ya know like mom open give spirit ooh foghorn leghorn ooh,"[0.0, 0.5, 0.0, 0.621, 0.379, 0.6908]",0.0,0.5,0.0,0.621,0.379,0.6908
Phoebe,4,Phoebe Hates PBS,What-what are you talking about?!,5,talk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,5,Rachel`s Sister Babysits,And that became ‘they are humid prepossessing Homo Sapiens with full sized aortic pumps...?,10,humid prepossess homo sapiens sized aortic pump,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,3,Heckles Dies,"Wow, he looks so normal.",2,wow look normal,"[0.125, 0.825, 0.0, 0.345, 0.655, 0.5859]",0.125,0.825,0.0,0.345,0.655,0.5859
Phoebe,8,Nana Dies Twice,"Okay, it`s in spasm.",1,okay spasm,"[0.5, 0.5, 0.0, 0.345, 0.655, 0.2263]",0.5,0.5,0.0,0.345,0.655,0.2263
Chandler,2,The Red Sweater,"Okay, so this isn`t a picture of our first, but it is a picture of my first kiss withwith this lady. Which by the look on your face I`m sure you`ll remember. So we don`t need(Rips the picture)There`s no need to have this picture. How about I take the real pictures and get them developed right now.",8,okay picture picture kiss lady look face sure remember need picture real picture develop right,"[0.37142857142857144, 0.5561507936507937, 0.0, 0.632, 0.368, 0.7184]",0.37142857142857144,0.5561507936507937,0.0,0.632,0.368,0.7184
Chandler,8,The Late Thanksgiving,Why come all the way from Kansas to do that?,10,come way kansas,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,8,The Thanksgiving Flashbacks,(entering) Hey!,5,enter hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,2,No One`s Ready,"We could not, would not want to wait.",3,want wait,"[0.0, 0.0, 0.0, 0.435, 0.565, 0.0772]",0.0,0.0,0.0,0.435,0.565,0.0772
Phoebe,1,Monica Gets A Roommate,"What does that mean? Does he sell it, drink it, or just complain a lot? (Chandler doesn`t know.)",1,mean sell drink complain lot chandler know,"[-0.3125, 0.6875, 0.294, 0.706, 0.0, -0.3612]",-0.3125,0.6875,0.294,0.706,0.0,-0.3612
Phoebe,9,Phoebe`s Dad,"Ya know, in all the years that we have been grandmother and granddaughter, you have never lied to me.",2,ya know year grandmother granddaughter lie,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,20,The Wedding Dresses,Hi.,4,hi,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,10,Monica`s Boots,"Well actually, I`m picking Ben up tomorrow, maybe he`ll be there.",8,actually pick ben tomorrow maybe,"[0.0, 0.1, 0.0, 1.0, 0.0, 0.0]",0.0,0.1,0.0,1.0,0.0,0.0
Chandler,10,Monica`s Boots,(spinning around looking for him) I don`t think you did a very thorough job!,8,spin look think thorough job,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,8,Chandler Doesn`t Like Dogs,"(walks to Phoebe`s door) Phoebe! Phoebe, open up!",7,walk door phoebe phoebe open,"[0.0, 0.5, 0.0, 1.0, 0.0, 0.0]",0.0,0.5,0.0,1.0,0.0,0.0
Chandler,5,Phoebe`s Birthday Dinner,Uhh. You are welcome.,9,uhh welcome,"[0.8, 0.9, 0.0, 0.25, 0.75, 0.4588]",0.8,0.9,0.0,0.25,0.75,0.4588
Rachel,17,Unagi,"Oh, of course!",6,oh course,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,8,The Late Thanksgiving,"Okay, oh, and Emma needs a cowgirl outfit for the competition.",10,okay oh emma need cowgirl outfit competition,"[0.5, 0.5, 0.0, 0.759, 0.241, 0.2263]",0.5,0.5,0.0,0.759,0.241,0.2263
Rachel,14,Joey`s Dirty Day,"Oh my goodness, she had the smoothest skin! I mean when I stuck that dollar bill in her g-string and grazed her thigh",4,oh goodness smooth skin mean stick dollar bill g string graze thigh,"[0.04375000000000001, 0.59375, 0.0, 0.769, 0.231, 0.4588]",0.04375000000000001,0.59375,0.0,0.769,0.231,0.4588
Rachel,9,Ross Got High,"(reading the recipe magazine, finally figuring out that...) I wasn`t supposed to put beef in the trifle!",6,read recipe magazine finally figure suppose beef trifle,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",0.0,1.0,0.0,1.0,0.0,0.0
Joey,7,Phoebe Runs,Uh-uh nothing. I-I-I-I didn`t want you to touch me cause I`m -I`m all sweaty from the workout. I better hit the shower. (Goes into the bathroom and comes back out quickly) Oh my God!,6,uh uh want touch cause sweaty workout well hit shower go bathroom come quickly oh god,"[0.3333333333333333, 0.5, 0.0, 0.703, 0.297, 0.5423]",0.3333333333333333,0.5,0.0,0.703,0.297,0.5423
Rachel,6,The Flashback,"Ummm, I think it`s time to see the ring again. (holds her hand out and they all scream)",3,ummm think time ring hold hand scream,"[0.0, 0.0, 0.248, 0.459, 0.294, 0.128]",0.0,0.0,0.248,0.459,0.294,0.128
Monica,1,"""I Do""",How do you feel?,8,feel,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,13,Rachel`s Sister,"Wait a minute, you`re only giving free stuff away to the pretty girls?",6,wait minute give free stuff away pretty girl,"[0.325, 0.9, 0.0, 0.48, 0.52, 0.7579]",0.325,0.9,0.0,0.48,0.52,0.7579
Ross,7,The Stain,"Oh, thank God!",8,oh thank god,"[0.0, 0.0, 0.0, 0.179, 0.821, 0.5574]",0.0,0.0,0.0,0.179,0.821,0.5574
Phoebe,9,Ross`s Sandwich,"I think that uh, yours is a question with many answers.",5,think uh question answer,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,7,Ross`s Inappropriate Song,Joe... Emus are birds. You raise them for meat.,9,joe emus bird raise meat,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,9,Phoebe`s Dad,"Hey, guys, it`s after midnight, merry Christmas everyone. [Ross and Phoebe hug, Monica and Rachel hug, Chandler is left standing]",2,hey guy midnight merry christmas ross phoebe hug monica rachel hug chandler leave stand,"[0.0, 0.0, 0.057, 0.478, 0.464, 0.8591]",0.0,0.0,0.057,0.478,0.464,0.8591
Phoebe,16,The Truth About London,"Oh, I love you Hexadrin! (She kisses the box.) Oh look! It comes with a story! (She pulls out the instructions and side affects paper.)",7,oh love hexadrin kiss box oh look come story pull instruction affect paper,"[0.5, 0.6, 0.0, 0.611, 0.389, 0.7906]",0.5,0.6,0.0,0.611,0.389,0.7906
Ross,17,Eddie Moves In,"[looking at a glass table with a panther shaped base] Look, check this out. Is it a coffee table, is it a panther? There`s no need to decide.",2,look glass table panther shape base look check coffee table panther need decide,"[-0.8, 1.0, 0.0, 1.0, 0.0, 0.0]",-0.8,1.0,0.0,1.0,0.0,0.0
Phoebe,9,All The Candy,(gasps) Oh my God Ross!!,7,gasp oh god ross,"[0.0, 0.0, 0.0, 0.588, 0.412, 0.2732]",0.0,0.0,0.0,0.588,0.412,0.2732
Ross,16,The Boob Job,Yeah I just hurt it.,9,yeah hurt,"[0.0, 0.0, 0.607, 0.0, 0.393, -0.296]",0.0,0.0,0.607,0.0,0.393,-0.296
Ross,7,Ross Finds Out,Hey Rach.,2,hey rach,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,9,All The Candy,That sounds like my first bike. (They all turn and look at him.) My dad gave me his old one.,7,sound like bike turn look dad give old,"[0.25, 0.30000000000000004, 0.0, 0.737, 0.263, 0.3612]",0.25,0.30000000000000004,0.0,0.737,0.263,0.3612
Ross,7,Ross Moves In,Are you guys sure about this?,5,guy sure,"[0.5, 0.8888888888888888, 0.0, 0.303, 0.697, 0.3182]",0.5,0.8888888888888888,0.0,0.303,0.697,0.3182
Rachel,19,All The Haste,I`m sorry. I`m so sorry.,4,sorry sorry,"[-0.5, 1.0, 1.0, 0.0, 0.0, -0.1531]",-0.5,1.0,1.0,0.0,0.0,-0.1531
Monica,23,The Birth,Can we come in?,1,come,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,14,The Blind Dates,A teacher?,9,teacher,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,11,The Stripper Cries,"So, Saturday night!",10,saturday night,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,20,Mac And C.H.E.E.S.E.,Wh?! What about my allergies?!,6,wh allergy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,21,The Vows,Phoebe!! Phoebe!! It`s okay!! It`s okay!!,7,phoebe phoebe okay okay,"[0.5, 0.5, 0.0, 0.345, 0.655, 0.4215]",0.5,0.5,0.0,0.345,0.655,0.4215
Chandler,22,Joey`s Big Break,(who has just entered) Is that Joey? Is that Joey? Let me talk to him! I wanna talk to him!,5,enter joey joey let talk wanna talk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,6,The Dirty Girl,Yes! Rent!,4,yes rent,"[0.0, 0.0, 0.0, 0.27, 0.73, 0.4019]",0.0,0.0,0.0,0.27,0.73,0.4019
Joey,11,All The Cheesecakes,(seeing what they`re doing) What do you got there?,7,see got,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,13,Joey`s Bag,Good-bye muscles!!,5,good bye muscle,"[0.7, 0.6000000000000001, 0.0, 0.408, 0.592, 0.4404]",0.7,0.6000000000000001,0.0,0.408,0.592,0.4404
Ross,6,The Yeti,Y`know what? I`m really not in the mood.,5,mood,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,10,The Monkey,"C`mon, this was a pact! This was your pact!",1,pact pact,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,2,The Cat,"(is struggling with the cat) Stop it! Stop it! She keeps squirming, trying to get away! Just like when she was alive.",4,struggle cat stop stop keep squirm try away like alive,"[0.1, 0.4, 0.399, 0.298, 0.304, -0.1531]",0.1,0.4,0.399,0.298,0.304,-0.1531
